acc,city,date,gyro,hr,id,latitude,longitude,ritmo,timestamp,userId,weather,weather_temperature
9.810013771057129,Braga,14-05-2026 23:58:34,0.0,79.0,01Giau5x9A8a6r2fDq77,41.559475,-8.395923333333334,17.710013771057127,,9d789fd91804129f,,11.58
9.810011863708496,Braga,08-05-2026 21:48:30,0.0,79.0,0D2bcrR6INnnZFxcr20X,41.55343666666667,-8.393136666666667,17.710011863708495,,9d789fd91804129f,,14.3
9.809993743896484,Porto,09-05-2026 16:20:45,0.0,79.0,0H2wZyHTHzcFSudg9lf6,41.157943333333336,-8.629105,17.709993743896483,,9d789fd91804129f,,15.77
9.809993743896484,Porto,09-05-2026 17:05:46,0.0,79.0,0Qa8tqIbk3cVRYu1F0K6,41.157943333333336,-8.629105,17.709993743896483,,9d789fd91804129f,,16.77
9.810009956359863,,,0.0,79.0,0QajfB1xqabjYN6qS2d7,41.55343666666667,-8.393136666666667,17.710009956359862,1778022154754.0,9d789fd91804129f,"{'humidity': 86, 'city_name': 'Senhora da Rocha', 'temperature': 10.97, 'timestamp': 1778021821, 'wind_speed': 1.43}",
9.810013771057129,Braga,08-05-2026 22:21:54,0.0,79.0,0hBW5rzSgun2bTA3SjDp,41.55343666666667,-8.393136666666667,17.710013771057127,,72bd2672c948d2cb,,14.3
9.810013771057129,Braga,15-05-2026 00:11:51,0.0,79.0,0i6siWtzs5EVp95vZ17w,41.55343666666667,-8.393136666666667,17.710013771057127,,72bd2672c948d2cb,,10.97
9.810013771057129,Braga,15-05-2026 00:11:21,0.0,79.0,0jfopRbtlgb90ZOHyvEw,41.55343666666667,-8.393136666666667,17.710013771057127,,72bd2672c948d2cb,,10.97
9.809993743896484,Porto,09-05-2026 16:14:45,0.0,79.0,0nbAqUemQE3NeAtbd98i,41.157943333333336,-8.629105,17.709993743896483,,9d789fd91804129f,,15.77
9.810009956359863,,,0.0,79.0,0o6NZp0bUpEdh4Rwrvpa,41.55343666666667,-8.393136666666667,17.710009956359862,1778101252190.0,9d789fd91804129f,"{'humidity': 77, 'city_name': 'Senhora da Rocha', 'temperature': 13.19, 'timestamp': 1778101121, 'wind_speed': 1.26}",
9.809993743896484,Porto,09-05-2026 16:44:45,0.0,79.0,0sZ2zzFE77cg0XMqYNxy,41.157943333333336,-8.629105,17.709993743896483,,9d789fd91804129f,,15.77
9.810013771057129,Braga,15-05-2026 00:05:42,0.0,79.0,0uP5u0M5mciePYLnijwR,41.559475,-8.395923333333334,17.710013771057127,,9d789fd91804129f,,11.58
9.810013771057129,Braga,15-05-2026 00:12:51,0.0,79.0,12GQz2fW8NmWsRkxjI8g,41.55343666666667,-8.393136666666667,17.710013771057127,,72bd2672c948d2cb,,10.97
9.809993743896484,Porto,09-05-2026 16:31:45,0.0,79.0,14NlrAecty9OIQl7x5Jz,41.157943333333336,-8.629105,17.709993743896483,,9d789fd91804129f,,15.77
9.809993743896484,Porto,09-05-2026 16:29:15,0.0,79.0,1CxjI6OaFG1tNH19RSxd,41.157943333333336,-8.629105,17.709993743896483,,9d789fd91804129f,,15.77
9.810007095336914,Braga,09-05-2026 15:59:15,0.0,79.0,1dlg1AJEgwfaQ1YnZpYY,41.55343666666667,-8.393136666666667,17.710007095336913,,9d789fd91804129f,,12.63
9.810009956359863,,,0.0,79.0,1y1qo2fjThw9LNt4mUmB,41.55343666666667,-8.393136666666667,17.710009956359862,1778101402204.0,9d789fd91804129f,"{'humidity': 77, 'city_name': 'Senhora da Rocha', 'temperature': 13.19, 'timestamp': 1778101121, 'wind_speed': 1.26}",
9.809993743896484,Porto,09-05-2026 17:08:16,0.0,79.0,1zyQuW5wAyBU6YCi8F5e,41.157943333333336,-8.629105,17.709993743896483,,9d789fd91804129f,,16.77
9.810013771057129,Braga,08-05-2026 22:05:42,0.0,79.0,2C4bbKw4QzEHnZGWavSU,41.55343666666667,-8.393136666666667,17.710013771057127,,72bd2672c948d2cb,,14.3
9.809993743896484,Porto,09-05-2026 17:04:46,0.0,79.0,2HwnA0Dt9wgynd9TjWQ3,41.157943333333336,-8.629105,17.709993743896483,,9d789fd91804129f,,16.77
9.81001091003418,,,0.0,79.0,2JL5Is9AkeUT81KWuTRJ,41.55343666666667,-8.393136666666667,17.71001091003418,1778104636325.0,9d789fd91804129f,,12.63
9.810013771057129,Braga,08-05-2026 21:54:42,0.0,79.0,2NfqrPa1Jr4z0n714ctN,41.55343666666667,-8.393136666666667,17.710013771057127,,72bd2672c948d2cb,,14.3
9.809993743896484,Porto,09-05-2026 16:07:15,0.0,79.0,2W8TX9VvDNfNnb7dX9co,41.157943333333336,-8.629105,17.709993743896483,,9d789fd91804129f,,15.77
9.809993743896484,Porto,09-05-2026 16:38:15,0.0,79.0,2cT3MsnbJLR5DYvAls9S,41.157943333333336,-8.629105,17.709993743896483,,9d789fd91804129f,,15.77
9.810013771057129,Braga,08-05-2026 21:53:12,0.0,79.0,37uOF3i2W99AQUecNk8y,41.55343666666667,-8.393136666666667,17.710013771057127,,72bd2672c948d2cb,,14.3
